短期预测湿度 shift 60,短期预测风速 shift 60,短期预测温度 shift 60,短期预测气压 shift 60,短期预测风向sin shift 60,短期预测风向cos shift 60,实际功率,实际风速,HourOfDay
65,10.5,21.8,1013,0.6560590289905072,0.754709580222772,11.9,7.3,3
65,10.7,21.6,1013,0.6560590289905072,0.754709580222772,13.0,7.5,4
65,10.6,21.4,1013,0.6156614753256582,0.788010753606722,11.26,6.65,5
66,10.2,21.3,1013,0.573576436351046,0.8191520442889918,11.27,6.66,6
66,9.6,21.3,1014,0.4999999999999999,0.8660254037844387,11.04,7.07,7
68,8.9,21.2,1014,0.4226182617406994,0.90630778703665,7.02,5.8,8
70,8.6,21.0,1014,0.3907311284892737,0.9205048534524404,6.96,5.98,9
71,8.3,20.8,1015,0.3420201433256687,0.9396926207859084,11.05,6.81,10
71,8.3,20.6,1015,0.3255681544571566,0.9455185755993168,7.2,5.89,11
70,8.6,20.5,1015,0.3090169943749474,0.9510565162951536,10.53,6.77,12
75,9.9,19.9,1014,0.3420201433256687,0.9396926207859084,5.91,5.7,13
76,10.3,19.9,1014,0.3420201433256687,0.9396926207859084,4.44,5.31,14
78,10.6,19.8,1014,0.3420201433256687,0.9396926207859084,5.59,5.75,15
77,10.7,19.7,1014,0.3583679495453002,0.9335804264972016,7.04,6.45,16
74,10.7,19.6,1015,0.3420201433256687,0.9396926207859084,11.33,7.31,17
70,10.3,19.7,1016,0.3420201433256687,0.9396926207859084,10.93,6.91,18
65,10.1,20.0,1016,0.3583679495453002,0.9335804264972016,9.35,6.56,19
63,10.1,20.6,1017,0.4226182617406994,0.90630778703665,4.14,5.41,20
62,10.6,21.4,1017,0.5150380749100542,0.8571673007021123,2.9,4.63,21
61,11.4,22.4,1017,0.6018150231520483,0.7986355100472928,4.02,5.35,22
62,12.2,23.1,1017,0.6691306063588582,0.7431448254773942,1.79,3.88,23
63,12.7,23.3,1017,0.7193398003386511,0.6946583704589974,0.71,3.38,0
64,12.7,23.3,1016,0.7431448254773941,0.6691306063588582,0.58,3.55,1
66,12.7,23.1,1016,0.7313537016191705,0.6819983600624985,-0.2,2.84,2
68,12.6,22.8,1016,0.6946583704589973,0.7193398003386512,-0.1,3.05,3
70,12.3,22.4,1016,0.6560590289905072,0.754709580222772,0.08,2.95,4
72,11.9,22.0,1016,0.6018150231520483,0.7986355100472928,1.01,3.8,5
74,11.1,21.6,1017,0.5591929034707469,0.8290375725550417,2.01,4.3,6
76,10.1,21.3,1017,0.5150380749100542,0.8571673007021123,0.56,3.19,7
78,9.5,21.1,1018,0.4999999999999999,0.8660254037844387,0.97,3.79,8
79,9.4,21.0,1018,0.484809620246337,0.8746197071393957,-0.16,3.04,9
79,9.5,21.0,1018,0.484809620246337,0.8746197071393957,2.24,4.6,10
78,9.6,21.0,1018,0.484809620246337,0.8746197071393957,0.84,3.65,11
76,9.8,21.0,1018,0.484809620246337,0.8746197071393957,2.32,4.72,12
75,10.7,21.2,1018,0.5591929034707469,0.8290375725550417,1.3,4.21,13
74,10.8,21.2,1018,0.5446390350150271,0.838670567945424,3.47,4.8,14
74,10.6,21.0,1018,0.484809620246337,0.8746197071393957,1.43,3.93,15
74,10.5,20.8,1018,0.4067366430758001,0.9135454576426008,1.25,4.0,16
75,10.5,20.4,1018,0.3420201433256687,0.9396926207859084,2.75,4.64,17
76,10.8,20.0,1019,0.3255681544571566,0.9455185755993168,6.72,5.39,18
76,11.2,19.8,1019,0.3583679495453002,0.9335804264972016,9.65,6.35,19
75,11.9,20.0,1020,0.4226182617406994,0.90630778703665,8.43,6.36,20
72,12.7,20.6,1020,0.5150380749100542,0.8571673007021123,3.95,5.35,21
70,13.5,21.3,1020,0.6018150231520483,0.7986355100472928,4.69,5.5,22
69,14.1,21.9,1020,0.6293203910498374,0.7771459614569709,5.53,5.73,23
68,13.9,22.0,1019,0.6293203910498374,0.7771459614569709,15.74,8.02,0
68,13.5,21.9,1018,0.5877852522924731,0.8090169943749475,17.35,7.79,1
67,13.1,21.7,1018,0.5591929034707469,0.8290375725550417,31.84,9.62,2
67,12.8,21.6,1018,0.5591929034707469,0.8290375725550417,17.17,8.08,3
67,12.5,21.5,1018,0.573576436351046,0.8191520442889918,9.41,6.6,4
68,12.0,21.4,1019,0.5591929034707469,0.8290375725550417,15.96,7.61,5
70,11.5,21.1,1019,0.5150380749100542,0.8571673007021123,14.55,7.89,6
72,10.9,20.7,1020,0.4694715627858908,0.882947592858927,9.96,6.99,7
73,10.3,20.4,1020,0.4226182617406994,0.90630778703665,11.01,6.82,8
74,9.9,20.2,1021,0.3907311284892737,0.9205048534524404,6.1,5.84,9
73,9.6,20.0,1021,0.3583679495453002,0.9335804264972016,13.32,7.27,10
73,9.6,19.9,1021,0.3583679495453002,0.9335804264972016,21.39,8.31,11
72,9.9,19.7,1020,0.3420201433256687,0.9396926207859084,24.41,8.95,12
75,10.1,19.7,1019,0.2756373558169991,0.9612616959383188,19.71,7.87,13
75,10.2,19.5,1019,0.2756373558169991,0.9612616959383188,11.13,6.74,14
75,10.4,19.4,1019,0.2923717047227367,0.9563047559630354,13.19,7.04,15
75,10.4,19.3,1019,0.3090169943749474,0.9510565162951536,16.79,8.22,16
75,10.4,19.1,1019,0.3255681544571566,0.9455185755993168,17.65,7.65,17
74,10.2,18.9,1020,0.2923717047227367,0.9563047559630354,10.97,7.13,18
73,10.1,18.9,1020,0.2756373558169991,0.9612616959383188,15.93,7.38,19
71,10.1,19.2,1021,0.3090169943749474,0.9510565162951536,9.64,6.66,20
68,10.5,20.1,1021,0.4226182617406994,0.90630778703665,14.6,7.51,21
66,11.1,21.1,1021,0.5446390350150271,0.838670567945424,15.35,7.33,22
65,11.6,22.0,1020,0.6427876096865393,0.766044443118978,11.28,6.86,23
65,11.4,22.3,1020,0.6819983600624985,0.7313537016191706,9.99,6.41,0
65,10.8,22.4,1019,0.6946583704589973,0.7193398003386512,6.13,5.54,1
65,10.3,22.3,1019,0.6819983600624985,0.7313537016191706,16.95,8.33,2
65,10.3,22.2,1019,0.6819983600624985,0.7313537016191706,14.7,7.65,3
65,10.6,22.0,1018,0.6691306063588582,0.7431448254773942,3.99,5.04,4
66,10.6,21.8,1018,0.6560590289905072,0.754709580222772,9.4,6.24,5
69,10.4,21.4,1018,0.6427876096865393,0.766044443118978,11.25,6.75,6
72,10.1,20.9,1019,0.6018150231520483,0.7986355100472928,14.36,7.09,7
73,9.5,20.5,1019,0.5446390350150271,0.838670567945424,14.32,7.06,8
74,8.9,20.2,1019,0.4539904997395467,0.8910065241883679,36.67,11.23,9
76,8.5,19.9,1019,0.3583679495453002,0.9335804264972016,36.73,11.46,10
77,8.4,19.7,1019,0.2588190451025207,0.9659258262890684,37.53,11.44,11
78,8.4,19.4,1019,0.2079116908177593,0.9781476007338056,29.91,9.59,12
78,8.3,19.7,1018,0.2588190451025207,0.9659258262890684,29.24,9.45,13
78,8.3,19.5,1018,0.2588190451025207,0.9659258262890684,32.46,10.65,14
79,8.1,19.4,1018,0.2756373558169991,0.9612616959383188,34.17,10.26,15
79,7.9,19.3,1018,0.2923717047227367,0.9563047559630354,41.7,12.43,16
78,7.8,19.3,1018,0.3255681544571566,0.9455185755993168,29.07,10.06,17
77,8.0,19.5,1018,0.3420201433256687,0.9396926207859084,28.66,9.6,18
75,8.2,19.7,1019,0.374606593415912,0.9271838545667874,28.22,9.58,19
73,8.5,20.2,1019,0.4067366430758001,0.9135454576426008,24.27,9.07,20
72,8.9,20.9,1019,0.4999999999999999,0.8660254037844387,28.16,9.82,21
70,9.2,21.7,1019,0.5877852522924731,0.8090169943749475,29.68,10.24,22
68,9.1,22.6,1019,0.6560590289905072,0.754709580222772,26.34,9.66,23
65,8.5,23.4,1018,0.7071067811865476,0.7071067811865476,20.95,8.76,0
64,7.8,23.8,1017,0.7431448254773941,0.6691306063588582,32.5,10.48,1
67,7.6,23.9,1016,0.788010753606722,0.6156614753256583,23.97,8.47,2
70,8.2,23.4,1016,0.8191520442889918,0.573576436351046,22.84,8.86,3
74,9.1,22.8,1016,0.8386705679454239,0.5446390350150272,20.99,8.07,4
78,9.6,22.2,1016,0.8290375725550417,0.5591929034707468,25.04,9.69,5
80,9.3,21.8,1016,0.788010753606722,0.6156614753256583,28.76,10.38,6
81,8.6,21.6,1017,0.7071067811865476,0.7071067811865476,33.37,10.93,7
82,7.9,21.4,1017,0.6018150231520483,0.7986355100472928,35.68,10.54,8
84,7.5,21.0,1017,0.4383711467890774,0.898794046299167,30.22,10.41,9
85,7.4,20.6,1017,0.2756373558169991,0.9612616959383188,40.03,11.84,10
85,7.4,20.3,1017,0.1908089953765448,0.981627183447664,42.53,13.31,11
86,7.5,20.2,1017,0.1391731009600654,0.9902680687415704,33.68,10.39,12
83,6.6,20.8,1015,0.1908089953765448,0.981627183447664,36.39,11.22,13
82,6.5,20.8,1015,0.1908089953765448,0.981627183447664,34.66,10.3,14
83,6.2,20.7,1015,0.1736481776669303,0.984807753012208,40.73,12.03,15
84,5.8,20.5,1016,0.1736481776669303,0.984807753012208,39.28,11.45,16
85,5.3,20.4,1016,0.2079116908177593,0.9781476007338056,32.56,10.77,17
85,4.9,20.5,1016,0.2923717047227367,0.9563047559630354,28.62,9.99,18
84,4.7,20.7,1017,0.3420201433256687,0.9396926207859084,23.93,9.2,19
82,4.5,21.0,1017,0.374606593415912,0.9271838545667874,25.24,9.11,20
81,4.5,21.5,1017,0.3090169943749474,0.9510565162951536,25.29,9.05,21
79,4.4,22.1,1017,0.2079116908177593,0.9781476007338056,24.56,8.79,22
78,4.0,22.9,1016,0.2079116908177593,0.9781476007338056,27.24,9.33,23
76,3.3,23.7,1015,0.3420201433256687,0.9396926207859084,24.12,8.48,0
76,2.8,24.4,1014,0.6293203910498374,0.7771459614569709,19.48,7.73,1
77,3.3,24.7,1014,0.8746197071393957,0.4848096202463371,11.22,6.71,2
78,4.3,24.6,1014,0.9135454576426008,0.4067366430758002,8.51,6.48,3
80,5.3,24.0,1014,0.90630778703665,0.4226182617406994,5.01,5.38,4
82,6.4,23.5,1015,0.8660254037844386,0.5000000000000001,7.88,6.11,5
84,7.1,23.0,1015,0.788010753606722,0.6156614753256583,10.77,6.25,6
85,7.6,22.5,1016,0.7193398003386511,0.6946583704589974,13.39,6.71,7
86,7.9,22.1,1016,0.6156614753256582,0.788010753606722,19.33,8.11,8
87,8.0,21.8,1016,0.5299192642332049,0.848048096156426,26.41,8.92,9
88,7.7,21.6,1016,0.4226182617406994,0.90630778703665,23.39,9.31,10
88,7.4,21.4,1016,0.3420201433256687,0.9396926207859084,18.8,8.02,11
88,7.1,21.3,1016,0.2756373558169991,0.9612616959383188,36.77,10.87,12
89,4.6,21.2,1015,0.4539904997395467,0.8910065241883679,30.58,10.14,13
89,4.9,21.0,1015,0.484809620246337,0.8746197071393957,32.26,9.88,14
89,5.1,20.9,1015,0.5299192642332049,0.848048096156426,28.31,9.71,15
89,5.3,20.8,1015,0.5877852522924731,0.8090169943749475,26.23,9.46,16
88,5.3,21.0,1016,0.6018150231520483,0.7986355100472928,17.09,7.89,17
87,5.3,21.3,1017,0.6018150231520483,0.7986355100472928,20.22,8.35,18
85,5.3,21.7,1018,0.5877852522924731,0.8090169943749475,27.5,9.51,19
81,5.7,22.3,1018,0.5877852522924731,0.8090169943749475,20.25,8.48,20
77,6.5,23.0,1018,0.6427876096865393,0.766044443118978,16.44,8.05,21
74,7.4,23.7,1018,0.6946583704589973,0.7193398003386512,10.26,6.75,22
72,8.1,24.1,1017,0.7431448254773941,0.6691306063588582,6.67,5.95,23
72,8.5,24.2,1016,0.8090169943749475,0.5877852522924731,10.27,6.73,0
74,8.6,24.1,1015,0.8480480961564261,0.5299192642332049,8.4,6.05,1
76,8.7,23.7,1015,0.8660254037844386,0.5000000000000001,6.97,5.94,2
78,8.9,23.3,1015,0.8480480961564261,0.5299192642332049,4.79,5.21,3
80,9.2,22.8,1015,0.8090169943749475,0.5877852522924731,6.29,5.62,4
82,9.4,22.3,1016,0.754709580222772,0.6560590289905073,4.92,5.28,5
83,9.6,21.8,1016,0.7071067811865476,0.7071067811865476,5.73,5.68,6
84,9.6,21.4,1017,0.6560590289905072,0.754709580222772,6.33,6.08,7
84,9.3,21.2,1017,0.6156614753256582,0.788010753606722,8.34,5.98,8
83,9.0,21.1,1017,0.5591929034707469,0.8290375725550417,4.0,5.23,9
83,8.7,21.2,1017,0.4999999999999999,0.8660254037844387,5.6,5.65,10
83,8.3,21.2,1017,0.4539904997395467,0.8910065241883679,6.69,6.23,11
82,8.0,21.2,1017,0.4067366430758001,0.9135454576426008,4.45,5.08,12
83,7.7,20.9,1017,0.4067366430758001,0.9135454576426008,4.84,5.3,13
83,7.6,20.8,1017,0.4067366430758001,0.9135454576426008,4.8,5.83,14
83,7.5,20.7,1017,0.3907311284892737,0.9205048534524404,5.34,5.57,15
83,7.5,20.6,1017,0.3907311284892737,0.9205048534524404,5.68,5.82,16
83,7.4,20.5,1017,0.374606593415912,0.9271838545667874,3.43,5.01,17
83,7.4,20.5,1017,0.3907311284892737,0.9205048534524404,0.09,2.91,18
82,7.4,20.7,1018,0.4226182617406994,0.90630778703665,2.64,4.19,19
79,7.4,21.0,1018,0.4539904997395467,0.8910065241883679,9.5,6.46,20
75,7.8,21.6,1018,0.4999999999999999,0.8660254037844387,10.19,6.79,21
70,8.1,22.4,1018,0.5591929034707469,0.8290375725550417,9.52,6.54,22
67,8.0,23.1,1018,0.6156614753256582,0.788010753606722,3.47,4.78,23
66,7.7,23.5,1017,0.6819983600624985,0.7313537016191706,2.19,4.4,0
66,7.5,23.7,1017,0.7431448254773941,0.6691306063588582,2.84,4.75,1
68,7.6,23.6,1016,0.8090169943749475,0.5877852522924731,1.99,4.6,2
70,8.3,23.0,1016,0.8290375725550417,0.5591929034707468,-0.2,2.69,3
72,9.1,22.4,1016,0.8290375725550417,0.5591929034707468,1.55,4.38,4
75,9.6,21.9,1016,0.7986355100472928,0.6018150231520484,0.25,3.27,5
78,9.4,21.5,1016,0.754709580222772,0.6560590289905073,0.03,3.3,6
80,8.8,21.1,1017,0.6946583704589973,0.7193398003386512,0.91,3.66,7
82,8.4,20.9,1017,0.6018150231520483,0.7986355100472928,-0.09,2.93,8
83,8.2,20.7,1017,0.5446390350150271,0.838670567945424,-0.16,2.61,9
84,8.2,20.4,1017,0.484809620246337,0.8746197071393957,-0.13,1.28,10
84,8.2,20.3,1017,0.4067366430758001,0.9135454576426008,-0.16,1.27,11
85,8.1,20.2,1017,0.3420201433256687,0.9396926207859084,-0.16,2.57,12
86,7.8,20.2,1018,0.2419218955996677,0.9702957262759964,-0.13,0.97,13
85,7.7,20.1,1017,0.2419218955996677,0.9702957262759964,-0.14,0.99,14
84,7.4,20.0,1016,0.2588190451025207,0.9659258262890684,-0.15,1.17,15
84,7.2,19.9,1016,0.2588190451025207,0.9659258262890684,0.04,3.15,16
84,6.7,19.9,1016,0.2588190451025207,0.9659258262890684,-0.14,2.34,17
83,6.4,20.2,1016,0.2588190451025207,0.9659258262890684,-0.15,1.59,18
81,6.4,20.6,1017,0.2923717047227367,0.9563047559630354,-0.16,1.67,19
78,6.3,21.5,1018,0.3420201433256687,0.9396926207859084,-0.14,1.37,20
73,6.4,22.6,1018,0.4694715627858908,0.882947592858927,-0.18,2.1,21
69,6.7,23.8,1018,0.5877852522924731,0.8090169943749475,-0.17,2.57,22
67,6.6,24.8,1018,0.6946583704589973,0.7193398003386512,1.41,4.1,23
66,6.4,25.3,1017,0.766044443118978,0.6427876096865394,2.95,4.84,0
68,6.2,25.4,1016,0.8290375725550417,0.5591929034707468,2.13,4.39,1
71,6.1,25.2,1015,0.8660254037844386,0.5000000000000001,3.4,5.05,2
75,6.5,24.6,1015,0.8910065241883678,0.4539904997395468,3.01,5.01,3
79,7.1,23.9,1015,0.8910065241883678,0.4539904997395468,1.27,3.89,4
83,7.5,23.2,1015,0.8660254037844386,0.5000000000000001,4.23,5.45,5
86,7.4,22.6,1015,0.8090169943749475,0.5877852522924731,3.59,5.07,6
88,7.3,22.1,1016,0.7313537016191705,0.6819983600624985,2.38,4.41,7
89,7.1,21.7,1016,0.6156614753256582,0.788010753606722,3.42,5.11,8
90,7.0,21.4,1016,0.5446390350150271,0.838670567945424,6.34,5.72,9
90,6.9,21.2,1016,0.4694715627858908,0.882947592858927,9.61,6.83,10
90,6.7,21.1,1016,0.4226182617406994,0.90630778703665,9.11,6.51,11
89,6.4,21.1,1016,0.3907311284892737,0.9205048534524404,6.49,5.77,12
86,4.7,21.1,1015,0.2588190451025207,0.9659258262890684,4.49,5.47,13
86,4.7,21.0,1015,0.2588190451025207,0.9659258262890684,4.09,4.96,14
86,4.4,20.8,1015,0.2419218955996677,0.9702957262759964,8.42,6.12,15
87,4.1,20.7,1015,0.2419218955996677,0.9702957262759964,14.32,7.3,16
86,3.7,20.7,1015,0.2419218955996677,0.9702957262759964,12.31,7.51,17
84,3.3,21.0,1015,0.3090169943749474,0.9510565162951536,11.78,7.02,18
82,2.8,21.5,1016,0.3583679495453002,0.9335804264972016,19.48,8.07,19
80,2.2,22.2,1016,0.374606593415912,0.9271838545667874,19.41,8.24,20
78,1.4,23.0,1016,0.1391731009600654,0.9902680687415704,19.33,8.17,21
76,0.8,23.8,1016,-0.3907311284892747,0.92050485345244,21.77,8.7,22
76,0.4,24.5,1016,-0.7071067811865475,-0.7071067811865477,17.73,8.08,23
76,1.5,24.8,1015,0.1391731009600657,-0.9902680687415704,8.9,6.16,0
77,2.7,24.9,1015,0.4539904997395468,-0.8910065241883678,16.71,7.82,1
78,3.2,24.9,1014,0.6560590289905073,-0.754709580222772,8.45,6.19,2
80,2.6,24.8,1014,0.90630778703665,-0.4226182617406993,15.38,7.83,3
82,2.7,24.5,1014,0.9659258262890684,0.2588190451025207,8.98,6.41,4
84,3.8,24.1,1015,0.766044443118978,0.6427876096865394,10.25,6.69,5
85,5.0,23.6,1016,0.7313537016191705,0.6819983600624985,8.05,6.23,6
86,5.9,23.1,1016,0.7431448254773941,0.6691306063588582,6.87,6.06,7
86,6.6,22.7,1017,0.7431448254773941,0.6691306063588582,8.08,6.24,8
86,7.3,22.5,1017,0.6946583704589973,0.7193398003386512,13.63,7.24,9
85,7.9,22.5,1017,0.6293203910498374,0.7771459614569709,10.87,6.86,10
85,8.5,22.5,1017,0.5591929034707469,0.8290375725550417,6.88,5.97,11
85,8.9,22.4,1017,0.5446390350150271,0.838670567945424,8.4,6.28,12
86,8.5,22.0,1017,0.4999999999999999,0.8660254037844387,7.51,6.15,13
86,8.5,21.8,1017,0.484809620246337,0.8746197071393957,4.52,5.45,14
86,8.7,21.6,1017,0.4539904997395467,0.8910065241883679,7.26,6.35,15
85,8.9,21.4,1017,0.4539904997395467,0.8910065241883679,12.22,6.86,16
84,9.2,21.3,1018,0.484809620246337,0.8746197071393957,12.3,7.14,17
81,9.5,21.5,1019,0.5446390350150271,0.838670567945424,10.02,6.96,18
76,10.0,21.7,1019,0.6156614753256582,0.788010753606722,15.4,7.83,19
69,10.4,21.9,1020,0.6819983600624985,0.7313537016191706,16.53,8.37,20
61,10.9,22.1,1020,0.7071067811865476,0.7071067811865476,9.17,6.65,21
55,11.1,22.2,1020,0.7071067811865476,0.7071067811865476,6.5,5.86,22
50,11.4,22.3,1020,0.7193398003386511,0.6946583704589974,3.19,4.45,23
49,11.5,22.2,1019,0.7431448254773941,0.6691306063588582,2.53,4.57,0
48,11.4,22.0,1019,0.766044443118978,0.6427876096865394,3.52,4.9,1
48,11.6,21.6,1018,0.7986355100472928,0.6018150231520484,5.71,5.96,2
48,11.8,21.0,1018,0.8290375725550417,0.5591929034707468,4.58,5.48,3
50,11.8,20.5,1018,0.8480480961564261,0.5299192642332049,5.0,5.3,4
52,11.6,20.1,1018,0.8386705679454239,0.5446390350150272,4.16,5.28,5
56,10.9,19.8,1018,0.7986355100472928,0.6018150231520484,2.08,4.28,6
60,9.9,19.7,1019,0.7313537016191705,0.6819983600624985,1.34,4.03,7
62,9.1,19.4,1019,0.6293203910498374,0.7771459614569709,-0.05,2.85,8
64,8.5,19.0,1020,0.4999999999999999,0.8660254037844387,2.91,4.49,9
66,8.2,18.5,1020,0.3907311284892737,0.9205048534524404,4.05,5.14,10
67,8.2,18.1,1020,0.3090169943749474,0.9510565162951536,2.24,4.53,11
67,8.3,17.9,1019,0.2419218955996677,0.9702957262759964,1.57,4.15,12
64,8.5,17.8,1018,0.1564344650402308,0.9876883405951378,1.33,4.29,13
65,8.5,17.5,1018,0.1736481776669303,0.984807753012208,0.72,3.47,14
66,8.5,17.2,1018,0.224951054343865,0.9743700647852352,1.29,3.8,15
66,8.5,16.9,1018,0.2923717047227367,0.9563047559630354,5.49,5.18,16
66,8.4,16.9,1018,0.3420201433256687,0.9396926207859084,3.15,4.82,17
65,8.2,17.1,1019,0.374606593415912,0.9271838545667874,0.92,3.74,18
63,8.0,17.5,1019,0.4067366430758001,0.9135454576426008,0.38,3.47,19
60,7.9,18.4,1020,0.4539904997395467,0.8910065241883679,-0.14,2.82,20
58,8.0,19.4,1020,0.5446390350150271,0.838670567945424,-0.18,2.73,21
55,8.3,20.4,1020,0.6293203910498374,0.7771459614569709,-0.17,3.08,22
52,8.7,21.3,1019,0.6946583704589973,0.7193398003386512,0.12,2.88,23
50,8.8,21.7,1018,0.7193398003386511,0.6946583704589974,-0.15,3.07,0
48,8.9,21.9,1017,0.754709580222772,0.6560590289905073,-0.15,2.99,1
48,9.0,21.7,1016,0.788010753606722,0.6156614753256583,-0.14,2.32,2
50,9.2,21.3,1015,0.8290375725550417,0.5591929034707468,-0.15,2.11,3
53,9.4,20.8,1015,0.8746197071393957,0.4848096202463371,-0.14,0.44,4
56,9.4,20.2,1015,0.8746197071393957,0.4848096202463371,-0.16,2.93,5
60,8.9,19.7,1015,0.8386705679454239,0.5446390350150272,-0.15,1.93,6
64,8.4,19.2,1016,0.754709580222772,0.6560590289905073,-0.14,0.35,7
66,8.2,18.8,1016,0.6427876096865393,0.766044443118978,-0.15,1.03,8
66,8.3,18.4,1016,0.5299192642332049,0.848048096156426,-0.14,0.87,9
65,8.4,18.0,1016,0.4539904997395467,0.8910065241883679,-0.14,1.99,10
65,8.5,17.7,1016,0.4067366430758001,0.9135454576426008,-0.15,2.85,11
66,8.4,17.5,1015,0.4226182617406994,0.90630778703665,-0.14,2.67,12
65,8.5,18.0,1015,0.4999999999999999,0.8660254037844387,-0.15,1.66,13
66,8.7,17.9,1014,0.4999999999999999,0.8660254037844387,-0.13,1.24,14
68,8.8,17.7,1014,0.4999999999999999,0.8660254037844387,2.17,4.83,15
69,8.6,17.4,1014,0.4694715627858908,0.882947592858927,-0.1,3.0,16
68,8.4,17.5,1015,0.4067366430758001,0.9135454576426008,-0.13,2.39,17
66,8.2,17.8,1015,0.3090169943749474,0.9510565162951536,-0.14,1.83,18
60,8.0,18.6,1016,0.2419218955996677,0.9702957262759964,-0.15,1.98,19
53,8.1,19.7,1016,0.2419218955996677,0.9702957262759964,3.61,4.91,20
45,8.5,21.1,1016,0.3583679495453002,0.9335804264972016,8.18,6.39,21
39,9.1,22.6,1016,0.484809620246337,0.8746197071393957,12.11,6.96,22
35,9.8,23.7,1016,0.5591929034707469,0.8290375725550417,19.18,8.58,23
32,10.2,24.4,1015,0.573576436351046,0.8191520442889918,16.01,7.66,0
34,10.5,24.4,1014,0.5877852522924731,0.8090169943749475,7.08,6.14,1
36,10.5,23.7,1014,0.6293203910498374,0.7771459614569709,2.46,4.74,2
39,10.6,23.0,1014,0.6691306063588582,0.7431448254773942,10.22,6.8,3
43,10.5,22.1,1014,0.6819983600624985,0.7313537016191706,23.21,8.91,4
47,10.2,21.3,1015,0.6560590289905072,0.754709580222772,14.41,7.78,5
51,9.9,20.7,1015,0.5877852522924731,0.8090169943749475,20.36,8.51,6
53,9.7,20.2,1016,0.4999999999999999,0.8660254037844387,33.11,10.33,7
53,9.8,19.9,1016,0.4226182617406994,0.90630778703665,33.84,10.92,8
52,10.1,19.7,1016,0.3583679495453002,0.9335804264972016,42.65,12.95,9
51,10.4,19.6,1016,0.3255681544571566,0.9455185755993168,41.54,11.84,10
50,10.6,19.5,1015,0.3420201433256687,0.9396926207859084,39.44,11.43,11
45,10.4,19.8,1015,0.4067366430758001,0.9135454576426008,43.43,12.05,12
46,10.8,19.7,1015,0.4226182617406994,0.90630778703665,41.15,11.69,13
48,11.1,19.6,1015,0.4226182617406994,0.90630778703665,37.81,11.11,14
49,11.3,19.5,1014,0.4226182617406994,0.90630778703665,29.26,9.58,15
50,11.3,19.7,1014,0.3907311284892737,0.9205048534524404,38.68,11.26,16
51,11.1,20.0,1014,0.3583679495453002,0.9335804264972016,36.36,10.91,17
52,11.2,20.4,1015,0.3420201433256687,0.9396926207859084,31.08,9.1,18
54,11.6,21.1,1016,0.3907311284892737,0.9205048534524404,33.29,10.33,19
55,12.8,22.0,1016,0.484809620246337,0.8746197071393957,11.14,6.84,20
55,14.4,22.9,1016,0.5591929034707469,0.8290375725550417,7.65,6.27,21
51,15.5,23.7,1016,0.6156614753256582,0.788010753606722,5.83,5.63,22
46,15.9,24.0,1016,0.6156614753256582,0.788010753606722,5.6,5.55,23
42,15.5,24.1,1015,0.6018150231520483,0.7986355100472928,8.01,6.28,0
42,14.9,23.8,1015,0.6018150231520483,0.7986355100472928,7.03,6.1,1
44,14.3,23.1,1015,0.6018150231520483,0.7986355100472928,6.85,5.64,2
49,13.7,22.4,1016,0.6018150231520483,0.7986355100472928,5.39,5.58,3
56,13.1,21.8,1016,0.5877852522924731,0.8090169943749475,3.88,5.03,4
63,12.8,21.2,1016,0.5299192642332049,0.848048096156426,5.81,5.64,5
70,12.5,20.7,1017,0.4694715627858908,0.882947592858927,2.64,4.53,6
76,12.5,20.3,1017,0.3907311284892737,0.9205048534524404,2.24,4.63,7
78,12.7,20.1,1017,0.3583679495453002,0.9335804264972016,3.38,4.75,8
79,13.0,20.0,1017,0.3420201433256687,0.9396926207859084,12.59,7.02,9
79,13.2,19.9,1017,0.3255681544571566,0.9455185755993168,12.55,6.7,10
79,13.3,19.8,1017,0.3090169943749474,0.9510565162951536,17.86,7.53,11
79,13.5,19.7,1016,0.3090169943749474,0.9510565162951536,21.48,8.4,12
76,14.0,19.6,1016,0.3090169943749474,0.9510565162951536,16.48,7.77,13
75,14.3,19.5,1015,0.3420201433256687,0.9396926207859084,11.48,7.09,14
75,14.5,19.4,1015,0.3583679495453002,0.9335804264972016,13.67,7.05,15
74,14.4,19.4,1015,0.374606593415912,0.9271838545667874,9.0,6.2,16
72,13.9,19.5,1016,0.3420201433256687,0.9396926207859084,4.16,4.76,17
71,13.4,19.8,1016,0.3090169943749474,0.9510565162951536,2.29,4.41,18
68,13.4,20.2,1017,0.3255681544571566,0.9455185755993168,2.39,4.38,19
67,14.1,20.9,1017,0.3907311284892737,0.9205048534524404,1.22,4.11,20
65,15.3,21.7,1017,0.4694715627858908,0.882947592858927,1.46,3.91,21
63,16.6,22.4,1017,0.5446390350150271,0.838670567945424,0.91,3.64,22
63,17.2,22.7,1017,0.573576436351046,0.8191520442889918,0.33,3.47,23
63,17.6,22.7,1016,0.573576436351046,0.8191520442889918,0.98,4.0,0
65,17.4,22.5,1016,0.573576436351046,0.8191520442889918,1.64,4.0,1
68,17.1,22.0,1016,0.5446390350150271,0.838670567945424,1.69,3.79,2
71,16.6,21.4,1016,0.5299192642332049,0.848048096156426,1.08,3.84,3
73,16.1,20.9,1016,0.5150380749100542,0.8571673007021123,5.24,5.49,4
73,15.8,20.7,1017,0.4999999999999999,0.8660254037844387,3.27,4.83,5
73,15.6,20.6,1017,0.5150380749100542,0.8571673007021123,14.39,7.15,6
